타임스탬프,성별,대학교,전공,학년,통학시간,공강유무,평균공강시간,뭐하는지,어디가는지,얼마나가는지,누구와가는지,충분한지,뭘하고싶은지
8-31-2024 19:18:58,F,서울예술대,예술경영,1,1시간 이상 - 2시간 미만,O,1시간 미만,"잠, 식사","카페, 자취방",1~2회,혼자,충분하지 않다.,잠
8-31-2024 19:24:28,F,대진대,연기예술전공,1,10분 미만,X,0,0,0,0,0,충분하다.,잠
8-31-2024 19:29:38,M,명지대,디자인학부 산업디자인전공,졸업,30분 이상 - 1시간 미만,O,1~3시간,"과제/공부, 식사","과방/과실, 도서관",3~5회,혼자,충분하지 않다.,잠
8-31-2024 19:35:10,F,홍익대,기계시스템디자인공학과,4,1시간 이상 - 2시간 미만,O,1~3시간,과제/공부,랩실,3~5회,혼자,충분하지 않다.,식사
8-31-2024 19:36:36,M,동국대,컴퓨터공학과,3,30분 이상 - 1시간 미만,O,1~3시간,"과제/공부, 식사","도서관, 빈 강의실",3~5회,혼자,충분하지 않다.,과제
8-31-2024 20:04:37,F,홍익대,디자인컨버전스학부,4,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사",자취방,5회 이상,혼자,충분하지 않다.,수다
8-31-2024 20:06:26,F,홍익대,경영학과,졸업,1시간 이상 - 2시간 미만,O,1~3시간,식사,카페,1~2회,친구,충분하다.,과제
8-31-2024 20:13:18,F,가천대,한의학과,4,30분 이상 - 1시간 미만,X,0,0,0,0,0,충분하다.,식사
8-31-2024 21:00:50,F,홍익대,기계시스템디자인공학과,3,10분 미만,O,1~3시간,"잠, 식사","카페, 기숙사",5회 이상,친구,충분하지 않다.,잠
8-31-2024 21:06:19,F,명지대,산업디자인전공,4,10분 이상 - 30분 미만,O,1~3시간,"과제/공부, 식사",과방/과실,3~5회,친구,충분하지 않다.,식사
8-31-2024 21:12:55,M,충북대,공업화학과,졸업,10분 이상 - 30분 미만,O,1~3시간,과제/공부,도서관,3~5회,친구,충분하다.,잠
8-31-2024 21:49:45,F,경기대,호텔경영,1,1시간 이상 - 2시간 미만,O,1~3시간,"잠, 식사","카페, 도서관",1~2회,혼자,충분하다.,수다
8-31-2024 22:04:10,M,한성대,시각디자인,졸업,10분 이상 - 30분 미만,X,0,0,0,0,0,충분하지 않다.,잠
8-31-2024 22:07:06,M,세종대,건축공학과,1,1시간 이상 - 2시간 미만,X,0,0,0,0,0,충분하다.,수다
8-31-2024 22:07:56,F,서정대,응급구조과,2,30분 이상 - 1시간 미만,X,0,0,0,0,0,충분하지 않다.,잠
8-31-2024 22:12:27,M,상지대,체육학과,1,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사","카페, 피시방",3~5회,친구,충분하다.,과제
8-31-2024 22:14:11,M,대진대,스마트모빌리티,3,30분 이상 - 1시간 미만,O,1~3시간,잠,도서관,3~5회,혼자,충분하다.,식사
8-31-2024 22:26:42,F,대진대,미디어커뮤니케이션학과,2,1시간 이상 - 2시간 미만,O,1시간 미만,"대화, 식사","카페, 라운지",1~2회,친구,충분하다.,수다
8-31-2024 22:44:08,F,한국해양대,항해학부,졸업,10분 이상 - 30분 미만,O,1~3시간,잠,기숙사,5회 이상,친구,충분하다.,과제
8-31-2024 22:44:09,F,숙명여대,환경디자인학과,2,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사","카페, 과방/과실",1~2회,친구,충분하지 않다.,잠
8-31-2024 22:48:20,M,국민대,KIBS,졸업,30분 이상 - 1시간 미만,O,1~3시간,"대화, 식사",라운지,1~2회,혼자,충분하지 않다.,수다
8-31-2024 22:56:18,F,숙명여대,경영학부,2,1시간 이상 - 2시간 미만,X,0,0,0,0,0,충분하지 않다.,잠
9-1-2024 0:06:49,F,덕성여대,글로벌융합학부,1,1시간 이상 - 2시간 미만,O,1~3시간,"잠, 식사","카페, 라운지",3~5회,혼자,충분하다.,수다
9-1-2024 0:10:49,F,인천대,기계공학과,졸업,10분 이상 - 30분 미만,O,1~3시간,과제/공부,"도서관, 연구실",0회,친구,충분하다.,잠
9-1-2024 0:36:36,F,명지대,산업디자인,4,10분 미만,O,1~3시간,"과제/공부, 식사","과방/과실, 집에 가 있습니다",1~2회,혼자,충분하지 않다.,잠
9-1-2024 4:32:47,F,동덕여대,응용화학전공,1,1시간 이상 - 2시간 미만,O,1~3시간,"잠, 식사",라운지,3~5회,친구,충분하지 않다.,잠
9-1-2024 5:51:25,F,가톨릭대,미디어기술콘텐츠학과,3,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사","동아리방, 도서관",3~5회,친구,충분하지 않다.,잠
9-1-2024 14:02:37,M,계원예술대,브랜딩,졸업,1시간 이상 - 2시간 미만,O,1~3시간,식사,카페,1~2회,혼자,충분하지 않다.,잠
9-1-2024 14:25:45,F,연세대,행정학과,졸업,10분 이상 - 30분 미만,O,1~3시간,"잠, 식사","도서관, 라운지",3~5회,혼자,충분하지 않다.,잠
9-1-2024 15:42:42,F,순천향대,간호학과,1,10분 미만,O,1~3시간,"잠, 식사",기숙사,5회 이상,혼자,충분하지 않다.,수다
9-1-2024 22:34:41,F,상명대,생활예술전공,2,2시간 이상,O,1~3시간,식사,카페,1~2회,친구,충분하지 않다.,과제
9-1-2024 23:13:26,F,홍익대,디자인,졸업,10분 미만,O,1~3시간,"과제/공부, 식사","카페, 라운지",1~2회,친구,충분하다.,잠
9-2-2024 7:02:56,M,인덕대,도시기반시설공학과,졸업,1시간 이상 - 2시간 미만,O,1~3시간,"식사, 운동(축구,농구)",운동장,3~5회,친구,충분하다.,잠
9-2-2024 11:41:24,M,세종대,전자,졸업,10분 미만,X,0,0,0,0,0,충분하다.,과제
9-2-2024 12:15:11,F,가천대,건축학과,2,1시간 이상 - 2시간 미만,O,1~3시간,과제/공부,과방/과실,5회 이상,친구,충분하다.,잠
9-2-2024 12:18:17,M,가천대,건축학과,2,1시간 이상 - 2시간 미만,O,1시간 미만,"과제/공부, 잠","과방/과실, 라운지",1~2회,혼자,충분하다.,잠
9-2-2024 12:20:02,F,가천대,건축학과,2,30분 이상 - 1시간 미만,O,1~3시간,"과제/공부, 식사",과방/과실,5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:23:15,F,가천대,건축학과,2,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사",라운지,1~2회,혼자,충분하지 않다.,잠
9-2-2024 12:23:22,F,가천대,건축학,2,10분 미만,O,1~3시간,"잠, 식사","카페, 과방/과실",3~5회,친구,충분하지 않다.,잠
9-2-2024 12:23:39,M,가천대,건축학,2,10분 이상 - 30분 미만,O,1~3시간,"과제/공부, 식사",라운지,1~2회,혼자,충분하다.,과제
9-2-2024 12:23:49,M,가천대,건축학과,2,30분 이상 - 1시간 미만,O,1시간 미만,"잠, 식사","카페, 과방/과실",1~2회,친구,충분하지 않다.,잠
9-2-2024 12:24:21,M,가천대학고,건축학과,2,30분 이상 - 1시간 미만,X,0,0,0,0,0,충분하지 않다.,잠
9-2-2024 12:27:56,F,가천대,건축학과,2,2시간 이상,O,1~3시간,"대화, 식사","과방/과실, 도서관",3~5회,친구,충분하다.,잠
9-2-2024 12:32:08,M,가천대,건축,2,30분 이상 - 1시간 미만,O,1~3시간,식사,과방/과실,5회 이상,친구,충분하지 않다.,과제
9-2-2024 12:37:13,M,가천대,건축학과,4,10분 이상 - 30분 미만,O,1~3시간,식사,"과방/과실, 라운지",5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:38:12,F,가천대,건축학과,3,1시간 이상 - 2시간 미만,O,1시간 미만,식사,과방/과실,5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:38:54,M,가천대,건축학전공,4,10분 미만,O,1~3시간,식사,과방/과실,5회 이상,친구,충분하지 않다.,수다
9-2-2024 12:39:18,F,가천대,건축학과,4,1시간 이상 - 2시간 미만,O,1~3시간,과제/공부,"도서관, 라운지",5회 이상,혼자,충분하지 않다.,잠
9-2-2024 12:48:57,F,가천대,성악,4,10분 이상 - 30분 미만,O,5시간 이상,"잠, 식사","카페, 과방/과실",1~2회,친구,충분하지 않다.,잠
9-2-2024 12:49:30,M,가천대,성악,3,1시간 이상 - 2시간 미만,O,1시간 미만,"잠, 식사",라운지,1~2회,혼자,충분하지 않다.,잠
9-2-2024 12:49:41,M,가천대,음악학부,2,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 대화",카페,3~5회,친구,충분하지 않다.,연습실 시설 개선 연습실 시설이 너무 낙후되어 연습할 수 있는 환경이 아니다.
9-2-2024 12:50:33,M,가천대,성악전공,4,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사","카페, 라운지",5회 이상,혼자,충분하지 않다.,과제/수다/잠/식사 모두 할 수 있는 휴게공간이 절실히 필요합니다
9-2-2024 12:51:17,F,가천대,음악학부,3,1시간 이상 - 2시간 미만,O,1~3시간,"과제/공부, 식사","카페, 라운지",1~2회,혼자,충분하지 않다.,과제
9-2-2024 12:53:06,F,가천대,음악학부,4,10분 이상 - 30분 미만,O,1~3시간,"잠, 식사","카페, 과방/과실",5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:53:54,M,가천대,건축학과,2,10분 미만,X,0,0,0,0,0,충분하지 않다.,잠
9-2-2024 12:58:08,M,가천대,성악과,3,2시간 이상,X,0,0,0,0,0,충분하지 않다.,헬스장 풀개방
9-2-2024 12:58:55,F,가천대,성악,3,1시간 이상 - 2시간 미만,O,1~3시간,"잠, 식사","도서관, 라운지",1~2회,혼자,충분하지 않다.,잠
9-2-2024 13:07:48,F,가천대,음악과,4,2시간 이상,O,1시간 미만,있을 곳 애매해서 공강 안 만듬,"카페, 도서관",1~2회,혼자,충분하지 않다.,과제
9-2-2024 13:07:55,F,가천대,건축학,3,1시간 이상 - 2시간 미만,X,0,0,0,0,0,충분하지 않다.,잠
9-2-2024 13:28:49,F,가천대,건축학전공,2,30분 이상 - 1시간 미만,O,1~3시간,"대화, 잠",과방/과실,5회 이상,친구,충분하지 않다.,잠
9-2-2024 13:55:00,F,가천대,성악,3,1시간 이상 - 2시간 미만,O,1~3시간,"대화, 식사","카페, 과방/과실",5회 이상,친구,충분하지 않다.,수다
9-2-2024 16:16:38,F,가천대,성악전공,2,30분 이상 - 1시간 미만,X,0,0,0,0,0,충분하지 않다.,잠
9-2-2024 17:10:08,M,가천대,성악과,1,30분 이상 - 1시간 미만,O,1~3시간,"잠, 식사","동아리방, 과방/과실",3~5회,친구,충분하지 않다.,잠
