타임스탬프,성별,대학교,전공,학년,통학시간,공강유무,평균공강시간,뭐하는지,어디가는지,얼마나가는지,누구와가는지,충분한지,뭘하고싶은지
8-31-2024 17:41:18,여자,이화여대학교,화공신소재공학과,1학년,30분 이상 - 1시간 미만,있다.,1~3시간,"대화, 식사",라운지(교내 내 개방된 공간),3~5회,친구,충분하다.,과제
8-31-2024 17:48:18,여자,연세대학교,지속개발협력학과/국제경영,4학년,1시간 이상 - 2시간 미만,있다.,1~3시간,과외를 합니다....,"카페, 라운지(교내 내 개방된 공간)",3~5회,혼자,충분하다.,"복합공간 (나뉘어진 공간은 좀 눈치가 보이는데, 대부분 하나의 목적인 것 같습니다)"
8-31-2024 17:49:10,여자,성신여대학교,AI,2학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"대화, 식사","카페, 라운지(교내 내 개방된 공간)",3~5회,친구,충분하다.,잠
8-31-2024 17:52:11,여자,동국대학교,산업시스템공학과,졸업유예 / 졸업,30분 이상 - 1시간 미만,있다.,1~3시간,"과제/공부, 식사","카페, 도서관",3~5회,혼자,충분하지 않다.,잠
8-31-2024 17:57:20,남자,한경국립대학교,화학공학과,3학년,10분 미만,있다.,1시간 미만,대화,"카페, 도서관",1~2회,친구,충분하지 않다.,과제
8-31-2024 17:57:52,남자,명지대학교,산업디자인학과,4학년,1시간 이상 - 2시간 미만,없다.,,,,,,충분하지 않다.,멍때리는 장소
8-31-2024 17:59:12,남자,홍익대학교,기계시스템디자인공학과,2학년,10분 이상 - 30분 미만,없다.,,,,,,충분하지 않다.,수다
8-31-2024 17:59:46,남자,숭실대학교,글로벌미디어학부,2학년,30분 이상 - 1시간 미만,없다.,,,,,,충분하다.,과제
8-31-2024 18:00:30,여자,홍익대,디자인컨버전스,4학년,2시간 이상,없다.,,,,,,충분하지 않다.,잠
8-31-2024 18:03:35,남자,경희대학교,행정학,2학년,10분 미만,있다.,1~3시간,"과제/공부, 잠","도서관, 라운지(교내 내 개방된 공간)",5회 이상,혼자,충분하지 않다.,잠
8-31-2024 18:04:57,여자,원광대학교,문예창작학과,2학년,10분 이상 - 30분 미만,있다.,1~3시간,"과제/공부, 식사","카페, 동아리방",3~5회,친구,충분하지 않다.,잠
8-31-2024 18:17:16,남자,중앙대학교,공공인재학부(정책학),4학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 대화","동아리방, 라운지(교내 내 개방된 공간)",5회 이상,친구,충분하지 않다.,잠
8-31-2024 18:20:27,남자,홍익대학교,기계시스템디자인공학과,4학년,30분 이상 - 1시간 미만,있다.,1~3시간,"과제/공부, 여가활동: 밴드부, 게임 등",동아리방,3~5회,친구,충분하지 않다.,수다
8-31-2024 18:25:11,남자,홍익대,산업디자인,4학년,10분 이상 - 30분 미만,있다.,1시간 미만,"과제/공부, 대화","동아리방, 도서관",3~5회,혼자,충분하다.,수다
8-31-2024 18:28:01,남자,명지대학교,경영,3학년,1시간 이상 - 2시간 미만,있다.,1~3시간,잠,"카페, 과방/과실",3~5회,친구,충분하지 않다.,잠
8-31-2024 18:38:17,여자,한국교원대학교,지구과학교육과,1학년,2시간 이상,없다.,,,,,,충분하지 않다.,과제
8-31-2024 18:47:16,남자,홍익대학교,기계시스템디자인공학과,1학년,1시간 이상 - 2시간 미만,없다.,,,,,,충분하지 않다.,잠
8-31-2024 18:52:03,남자,충북대학교,소프트웨어학과,4학년,10분 미만,있다.,1~3시간,"대화, 식사","동아리방, 과방/과실",3~5회,친구,충분하다.,잠
8-31-2024 18:53:34,여자,한성대학교,국어국문학,졸업유예 / 졸업,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사","카페, 라운지(교내 내 개방된 공간)",1~2회,친구,충분하지 않다.,잠
8-31-2024 18:57:04,남자,홍익대,기계,졸업유예 / 졸업,10분 이상 - 30분 미만,있다.,1~3시간,"대화, 식사","도서관, 라운지(교내 내 개방된 공간)",1~2회,혼자,충분하지 않다.,수다
8-31-2024 19:09:43,남자,홍익대,전자전기,졸업유예 / 졸업,10분 이상 - 30분 미만,있다.,1~3시간,"과제/공부, 대화","카페, 과방/과실",3~5회,친구,충분하지 않다.,잠
8-31-2024 19:13:31,여자,홍익대학교,기계시스템디자인공학과,2학년,10분 이상 - 30분 미만,있다.,5시간 이상,"과제/공부, 대화","카페, 도서관",3~5회,친구,충분하다.,잠
8-31-2024 19:18:58,여자,서울예술대학교,예술경영,1학년,1시간 이상 - 2시간 미만,있다.,1시간 미만,"잠, 식사","카페, 자취방",1~2회,혼자,충분하지 않다.,잠
8-31-2024 19:24:28,여자,대진대학교,연기예술전공,1학년,10분 미만,없다.,,,,,,충분하다.,잠
8-31-2024 19:29:38,남자,명지대학교,디자인학부 산업디자인전공,졸업유예 / 졸업,30분 이상 - 1시간 미만,있다.,1~3시간,"과제/공부, 식사","과방/과실, 도서관",3~5회,혼자,충분하지 않다.,잠
8-31-2024 19:35:10,여자,홍익대학교,기계시스템디자인공학과,4학년,1시간 이상 - 2시간 미만,있다.,1~3시간,과제/공부,랩실,3~5회,혼자,충분하지 않다.,식사
8-31-2024 19:36:36,남자,동국대학교,컴퓨터공학과,3학년,30분 이상 - 1시간 미만,있다.,1~3시간,"과제/공부, 식사","도서관, 빈 강의실",3~5회,혼자,충분하지 않다.,과제
8-31-2024 20:04:37,여자,홍익대,디자인컨버전스학부,4학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사",자취방,5회 이상,혼자,충분하지 않다.,수다
8-31-2024 20:06:26,여자,홍익대학교,경영학과,졸업유예 / 졸업,1시간 이상 - 2시간 미만,있다.,1~3시간,식사,카페,1~2회,친구,충분하다.,과제
8-31-2024 20:13:18,여자,가천대,한의학과,4학년,30분 이상 - 1시간 미만,없다.,,,,,,충분하다.,식사
8-31-2024 21:00:50,여자,홍익대학교,기계시스템디자인공학과,3학년,10분 미만,있다.,1~3시간,"잠, 식사","카페, 기숙사",5회 이상,친구,충분하지 않다.,잠
8-31-2024 21:06:19,여자,명지대,산업디자인전공,4학년,10분 이상 - 30분 미만,있다.,1~3시간,"과제/공부, 식사",과방/과실,3~5회,친구,충분하지 않다.,식사
8-31-2024 21:12:55,남자,충북대학교,공업화학과,졸업유예 / 졸업,10분 이상 - 30분 미만,있다.,1~3시간,과제/공부,도서관,3~5회,친구,충분하다.,잠
8-31-2024 21:49:45,여자,경기대학교,호텔경영,1학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"잠, 식사","카페, 도서관",1~2회,혼자,충분하다.,수다
8-31-2024 22:04:10,남자,한성대,시각디자인,졸업유예 / 졸업,10분 이상 - 30분 미만,없다.,,,,,,충분하지 않다.,잠
8-31-2024 22:07:06,남자,세종대학교,건축공학과,1학년,1시간 이상 - 2시간 미만,없다.,,,,,,충분하다.,수다
8-31-2024 22:07:56,여자,서정대학교,응급구조과,2학년,30분 이상 - 1시간 미만,없다.,,,,,,충분하지 않다.,잠
8-31-2024 22:12:27,남자,상지대학교,체육학과,1학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사","카페, 피시방",3~5회,친구,충분하다.,과제
8-31-2024 22:14:11,남자,대진대,스마트모빌리티,3학년,30분 이상 - 1시간 미만,있다.,1~3시간,잠,도서관,3~5회,혼자,충분하다.,식사
8-31-2024 22:26:42,여자,대진대학교,미디어커뮤니케이션학과,2학년,1시간 이상 - 2시간 미만,있다.,1시간 미만,"대화, 식사","카페, 라운지(교내 내 개방된 공간)",1~2회,친구,충분하다.,수다
8-31-2024 22:44:08,여자,한국해양대학교,항해학부,졸업유예 / 졸업,10분 이상 - 30분 미만,있다.,1~3시간,잠,기숙사,5회 이상,친구,충분하다.,과제
8-31-2024 22:44:09,여자,숙명여대,환경디자인학과,2학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사","카페, 과방/과실",1~2회,친구,충분하지 않다.,잠
8-31-2024 22:48:20,남자,국민대,KIBS,졸업유예 / 졸업,30분 이상 - 1시간 미만,있다.,1~3시간,"대화, 식사",라운지(교내 내 개방된 공간),1~2회,혼자,충분하지 않다.,수다
8-31-2024 22:56:18,여자,숙명여대학교,경영학부,2학년,1시간 이상 - 2시간 미만,없다.,,,,,,충분하지 않다.,잠
9-1-2024 0:06:49,여자,덕성여대,글로벌융합학부,1학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"잠, 식사","카페, 라운지(교내 내 개방된 공간)",3~5회,혼자,충분하다.,수다
9-1-2024 0:10:49,여자,인천대학교,기계공학과,졸업유예 / 졸업,10분 이상 - 30분 미만,있다.,1~3시간,과제/공부,"도서관, 연구실",0회,친구,충분하다.,잠
9-1-2024 0:36:36,여자,명지대학교,산업디자인,4학년,10분 미만,있다.,1~3시간,"과제/공부, 식사","과방/과실, 집에 가 있습니다",1~2회,혼자,충분하지 않다.,잠
9-1-2024 4:32:47,여자,동덕여대학교,응용화학전공,1학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"잠, 식사",라운지(교내 내 개방된 공간),3~5회,친구,충분하지 않다.,잠
9-1-2024 5:51:25,여자,가톨릭대학교,미디어기술콘텐츠학과,3학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사","동아리방, 도서관",3~5회,친구,충분하지 않다.,잠
9-1-2024 14:02:37,남자,계원예술대학교,브랜딩,졸업유예 / 졸업,1시간 이상 - 2시간 미만,있다.,1~3시간,식사,카페,1~2회,혼자,충분하지 않다.,잠
9-1-2024 14:25:45,여자,연세대학교,행정학과,졸업유예 / 졸업,10분 이상 - 30분 미만,있다.,1~3시간,"잠, 식사","도서관, 라운지(교내 내 개방된 공간)",3~5회,혼자,충분하지 않다.,잠
9-1-2024 15:42:42,여자,순천향대학교,간호학과,1학년,10분 미만,있다.,1~3시간,"잠, 식사",기숙사,5회 이상,혼자,충분하지 않다.,수다
9-1-2024 22:34:41,여자,상명대,생활예술전공,2학년,2시간 이상,있다.,1~3시간,식사,카페,1~2회,친구,충분하지 않다.,과제
9-1-2024 23:13:26,여자,홍익대학교,디자인,졸업유예 / 졸업,10분 미만,있다.,1~3시간,"과제/공부, 식사","카페, 라운지(교내 내 개방된 공간)",1~2회,친구,충분하다.,잠
9-2-2024 7:02:56,남자,인덕대학교,도시기반시설공학과,졸업유예 / 졸업,1시간 이상 - 2시간 미만,있다.,1~3시간,"식사, 운동(축구,농구)",운동장,3~5회,친구,충분하다.,잠
9-2-2024 11:41:24,남자,세종대,전자,졸업유예 / 졸업,10분 미만,없다.,,,,,,충분하다.,과제
9-2-2024 12:15:11,여자,가천대학교,건축학과,2학년,1시간 이상 - 2시간 미만,있다.,1~3시간,과제/공부,과방/과실,5회 이상,친구,충분하다.,잠
9-2-2024 12:18:17,남자,가천대,건축학과,2학년,1시간 이상 - 2시간 미만,있다.,1시간 미만,"과제/공부, 잠","과방/과실, 라운지(교내 내 개방된 공간)",1~2회,혼자,충분하다.,잠
9-2-2024 12:20:02,여자,가천대학교,건축학과,2학년,30분 이상 - 1시간 미만,있다.,1~3시간,"과제/공부, 식사",과방/과실,5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:23:15,여자,가천대학교,건축학과,2학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사",라운지(교내 내 개방된 공간),1~2회,혼자,충분하지 않다.,잠
9-2-2024 12:23:22,여자,가천대학교,건축학,2학년,10분 미만,있다.,1~3시간,"잠, 식사","카페, 과방/과실",3~5회,친구,충분하지 않다.,잠
9-2-2024 12:23:39,남자,가천대,건축학,2학년,10분 이상 - 30분 미만,있다.,1~3시간,"과제/공부, 식사",라운지(교내 내 개방된 공간),1~2회,혼자,충분하다.,과제
9-2-2024 12:23:49,남자,가천대학교,건축학과,2학년,30분 이상 - 1시간 미만,있다.,1시간 미만,"잠, 식사","카페, 과방/과실",1~2회,친구,충분하지 않다.,잠
9-2-2024 12:24:21,남자,가천대학고,건축학과,2학년,30분 이상 - 1시간 미만,없다.,,,,,,충분하지 않다.,잠
9-2-2024 12:27:56,여자,가천대학교,건축학과,2학년,2시간 이상,있다.,1~3시간,"대화, 식사","과방/과실, 도서관",3~5회,친구,충분하다.,잠
9-2-2024 12:32:08,남자,가천대,건축,2학년,30분 이상 - 1시간 미만,있다.,1~3시간,식사,과방/과실,5회 이상,친구,충분하지 않다.,과제
9-2-2024 12:37:13,남자,가천대학교,건축학과,4학년,10분 이상 - 30분 미만,있다.,1~3시간,식사,"과방/과실, 라운지(교내 내 개방된 공간)",5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:38:12,여자,가천대학교,건축학과,3학년,1시간 이상 - 2시간 미만,있다.,1시간 미만,식사,과방/과실,5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:38:54,남자,가천대학교,건축학전공,4학년,10분 미만,있다.,1~3시간,식사,과방/과실,5회 이상,친구,충분하지 않다.,수다
9-2-2024 12:39:18,여자,가천대학교,건축학과,4학년,1시간 이상 - 2시간 미만,있다.,1~3시간,과제/공부,"도서관, 라운지(교내 내 개방된 공간)",5회 이상,혼자,충분하지 않다.,잠
9-2-2024 12:48:57,여자,가천대학교,성악,4학년,10분 이상 - 30분 미만,있다.,5시간 이상,"잠, 식사","카페, 과방/과실",1~2회,친구,충분하지 않다.,잠
9-2-2024 12:49:30,남자,가천대학교,성악,3학년,1시간 이상 - 2시간 미만,있다.,1시간 미만,"잠, 식사",라운지(교내 내 개방된 공간),1~2회,혼자,충분하지 않다.,잠
9-2-2024 12:49:41,남자,가천대학교,음악학부,2학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 대화",카페,3~5회,친구,충분하지 않다.,연습실 시설 개선 연습실 시설이 너무 낙후되어 연습할 수 있는 환경이 아니다.
9-2-2024 12:50:33,남자,가천대학교,성악전공,4학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사","카페, 라운지(교내 내 개방된 공간)",5회 이상,혼자,충분하지 않다.,과제/수다/잠/식사 모두 할 수 있는 휴게공간이 절실히 필요합니다
9-2-2024 12:51:17,여자,가천대학교,음악학부,3학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"과제/공부, 식사","카페, 라운지(교내 내 개방된 공간)",1~2회,혼자,충분하지 않다.,과제
9-2-2024 12:53:06,여자,가천대학교,음악학부,4학년,10분 이상 - 30분 미만,있다.,1~3시간,"잠, 식사","카페, 과방/과실",5회 이상,친구,충분하지 않다.,잠
9-2-2024 12:53:54,남자,가천대,건축학과,2학년,10분 미만,없다.,,,,,,충분하지 않다.,잠
9-2-2024 12:58:08,남자,가천대학교,성악과,3학년,2시간 이상,없다.,,,,,,충분하지 않다.,헬스장 풀개방
9-2-2024 12:58:55,여자,가천대,성악,3학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"잠, 식사","도서관, 라운지(교내 내 개방된 공간)",1~2회,혼자,충분하지 않다.,잠
9-2-2024 13:07:48,여자,가천대학교,음악과,4학년,2시간 이상,있다.,1시간 미만,있을 곳 애매해서 공강 안 만듬,"카페, 도서관",1~2회,혼자,충분하지 않다.,과제
9-2-2024 13:07:55,여자,가천대학교,건축학,3학년,1시간 이상 - 2시간 미만,없다.,,,,,,충분하지 않다.,잠
9-2-2024 13:28:49,여자,가천대학교,건축학전공,2학년,30분 이상 - 1시간 미만,있다.,1~3시간,"대화, 잠",과방/과실,5회 이상,친구,충분하지 않다.,잠
9-2-2024 13:55:00,여자,가천대학교,성악,3학년,1시간 이상 - 2시간 미만,있다.,1~3시간,"대화, 식사","카페, 과방/과실",5회 이상,친구,충분하지 않다.,수다
9-2-2024 16:16:38,여자,가천대학교,성악전공,2학년,30분 이상 - 1시간 미만,없다.,,,,,,충분하지 않다.,잠
9-2-2024 17:10:08,남자,가천대학교,성악과,1학년,30분 이상 - 1시간 미만,있다.,1~3시간,"잠, 식사","동아리방, 과방/과실",3~5회,친구,충분하지 않다.,잠
